code,buy_date,buy_price,sell_date,sell_price,hold_days,return_pct,exit_reason
601702,2026-04-09,20.11,2026-04-24,19.39,15,-3.58,signal
000998,2024-01-16,13.4078,2024-01-23,12.6051,7,-5.99,signal
000998,2024-01-26,13.0609,2024-02-01,12.397,6,-5.08,signal
000998,2024-02-07,12.9123,2024-03-11,13.3087,33,3.07,signal
000998,2024-03-13,13.8933,2024-03-15,13.2789,2,-4.42,signal
000998,2024-03-20,13.8141,2024-03-25,13.1699,5,-4.66,signal
000998,2024-04-24,12.1492,2024-05-06,12.0898,12,-0.49,signal
000998,2024-05-07,12.3177,2024-05-17,11.9907,10,-2.65,signal
000998,2024-07-02,9.9592,2024-07-05,9.5826,3,-3.78,signal
000998,2024-07-08,9.7016,2024-07-09,9.4538,1,-2.55,signal
000998,2024-07-11,9.7115,2024-07-23,9.7904,12,0.81,signal
000998,2024-07-30,9.4618,2024-08-15,9.7805,16,3.37,signal
000998,2024-09-02,9.3721,2024-09-10,9.402,8,0.32,signal
000998,2024-09-20,9.3522,2024-10-16,10.1988,26,9.05,signal
000998,2024-10-23,10.7565,2024-11-01,10.8561,9,0.93,signal
000998,2024-11-07,12.1409,2024-11-15,11.2944,8,-6.97,signal
000998,2024-12-03,11.2147,2024-12-05,10.8661,2,-3.11,signal
000998,2024-12-13,11.2944,2024-12-23,11.0354,10,-2.29,signal
000998,2024-12-30,11.5035,2025-01-03,10.7864,4,-6.23,signal
000998,2025-02-05,10.1988,2025-03-03,10.5972,26,3.91,signal
000998,2025-03-05,10.896,2025-03-07,10.6968,2,-1.83,signal
000998,2025-04-07,10.4577,2025-04-14,10.896,7,4.19,signal
000998,2025-06-03,10.1092,2025-06-09,10.1092,6,0.0,signal
000998,2025-06-11,10.159,2025-06-13,10.0793,2,-0.78,signal
000998,2025-07-02,9.8203,2025-08-13,9.98,42,1.63,signal
000998,2025-08-26,10.11,2025-08-29,9.97,3,-1.38,signal
000998,2025-09-16,9.95,2025-09-18,9.93,2,-0.2,signal
000998,2025-10-14,9.85,2025-10-17,9.78,3,-0.71,signal
000998,2025-10-24,9.78,2025-11-05,9.71,12,-0.72,signal
000998,2025-11-06,9.78,2025-11-25,9.76,19,-0.2,signal
000998,2025-12-25,9.42,2026-01-05,9.37,11,-0.53,signal
000998,2026-01-07,9.49,2026-02-10,9.84,34,3.69,signal
000998,2026-02-27,9.95,2026-03-19,10.38,20,4.32,signal
000998,2026-04-17,10.05,2026-04-24,9.69,7,-3.58,signal
000801,2024-01-08,7.8127,2024-01-09,7.4487,1,-4.66,signal
000801,2024-01-15,7.6356,2024-01-25,8.0686,10,5.67,signal
000801,2024-01-26,8.6098,2024-01-31,8.1079,5,-5.83,signal
000801,2024-02-22,7.9899,2024-03-22,13.5788,29,69.95,signal
000801,2024-03-29,12.9491,2024-04-08,12.3981,10,-4.26,signal
000801,2024-04-25,13.9429,2024-05-06,12.7228,11,-8.75,signal
000801,2024-05-07,13.136,2024-05-09,12.4965,2,-4.87,signal
000801,2024-05-16,12.5752,2024-05-22,12.2701,6,-2.43,signal
000801,2024-05-23,13.0967,2024-05-27,11.9848,4,-8.49,signal
000801,2024-06-13,10.3809,2024-06-18,10.2825,5,-0.95,signal
000801,2024-06-19,10.5285,2024-06-21,10.1845,2,-3.27,signal
000801,2024-07-01,9.9361,2024-07-03,9.6281,2,-3.1,signal
000801,2024-07-10,9.4691,2024-07-18,9.2008,8,-2.83,signal
000801,2024-07-29,9.0816,2024-08-06,10.6416,8,17.18,signal
000801,2024-09-20,8.1873,2024-10-14,9.3399,24,14.08,signal
000801,2024-10-15,10.1348,2024-11-14,13.1753,30,30.0,signal
000801,2024-11-19,14.5465,2024-11-27,17.2491,8,18.58,signal
000801,2024-12-11,15.9673,2024-12-18,15.5003,7,-2.92,signal
000801,2025-01-15,13.7913,2025-02-05,13.7019,21,-0.65,signal
000801,2025-02-06,14.1391,2025-02-19,15.4606,13,9.35,signal
000801,2025-02-20,15.699,2025-03-13,18.5904,21,18.42,signal
000801,2025-04-22,15.0134,2025-05-16,15.9176,24,6.02,signal
000801,2025-05-30,15.6593,2025-06-09,15.7686,10,0.7,signal
000801,2025-07-01,15.6,2025-07-15,14.92,14,-4.36,signal
000801,2025-07-18,15.28,2025-09-01,17.89,45,17.08,signal
000801,2025-09-23,16.42,2025-09-26,16.3,3,-0.73,signal
000801,2025-10-10,16.17,2025-10-17,15.87,7,-1.86,signal
000801,2025-10-29,15.94,2025-10-31,15.16,2,-4.89,signal
000801,2025-11-05,15.57,2025-11-26,15.6,21,0.19,signal
000801,2025-11-28,16.35,2025-12-31,17.09,33,4.53,signal
000801,2026-01-07,17.35,2026-01-08,17.13,1,-1.27,signal
000801,2026-01-09,17.9,2026-01-14,17.17,5,-4.08,signal
000801,2026-02-11,16.6,2026-03-05,16.38,22,-1.33,signal
000801,2026-03-09,16.21,2026-03-10,16.05,1,-0.99,signal
000801,2026-04-09,13.8,2026-04-27,13.77,18,-0.22,end_of_data
000716,2024-01-03,5.9203,2024-01-05,5.8224,2,-1.65,signal
000716,2024-01-11,5.9692,2024-01-19,5.8224,8,-2.46,signal
000716,2024-02-23,4.7558,2024-02-29,4.5992,6,-3.29,signal
000716,2024-03-01,4.8439,2024-03-25,4.9515,24,2.22,signal
000716,2024-03-29,4.9907,2024-04-16,4.6579,18,-6.67,signal
000716,2024-04-30,4.6188,2024-05-13,4.4524,13,-3.6,signal
000716,2024-05-20,4.472,2024-05-22,4.4231,2,-1.09,signal
000716,2024-07-03,3.6892,2024-07-05,3.562,2,-3.45,signal
000716,2024-07-08,3.6109,2024-07-09,3.4641,1,-4.07,signal
000716,2024-07-10,3.7381,2024-07-18,3.5717,8,-4.45,signal
000716,2024-07-26,3.513,2024-08-16,3.6696,21,4.46,signal
000716,2024-08-28,3.5526,2024-09-05,3.5327,8,-0.56,signal
000716,2024-09-06,3.5923,2024-09-13,3.5129,7,-2.21,signal
000716,2024-09-25,3.6518,2024-10-16,4.0289,21,10.33,signal
000716,2024-10-23,4.2175,2024-11-14,6.2617,22,48.47,signal
000716,2024-11-27,6.2021,2024-11-29,8.0082,2,29.12,signal
000716,2024-12-02,8.812,2024-12-05,7.8494,3,-10.92,signal
000716,2024-12-10,8.4349,2024-12-18,7.5617,8,-10.35,signal
000716,2025-01-02,6.7678,2025-01-07,6.5098,5,-3.81,signal
000716,2025-01-09,7.1449,2025-01-13,6.6884,4,-6.39,signal
000716,2025-01-16,7.383,2025-01-23,7.3433,7,-0.54,signal
000716,2025-02-13,7.4227,2025-02-19,6.9563,6,-6.28,signal
000716,2025-02-25,7.0953,2025-02-26,7.0754,1,-0.28,signal
000716,2025-02-28,7.1945,2025-03-03,7.0853,3,-1.52,signal
000716,2025-03-17,7.1449,2025-03-20,6.9067,3,-3.33,signal
000716,2025-04-11,6.609,2025-04-24,6.5296,13,-1.2,signal
000716,2025-05-16,6.4304,2025-05-23,6.2716,7,-2.47,signal
000716,2025-05-28,6.4502,2025-06-06,6.4602,9,0.15,signal
000716,2025-07-03,6.1228,2025-08-15,6.51,43,6.32,signal
000716,2025-08-20,6.64,2025-08-28,6.63,8,-0.15,signal
000716,2025-10-17,6.21,2025-10-20,6.13,3,-1.29,signal
000716,2025-10-23,6.2,2025-10-30,6.15,7,-0.81,signal
000716,2025-11-03,6.2,2025-11-21,6.2,18,0.0,signal
000716,2025-12-03,6.28,2025-12-05,6.08,2,-3.18,signal
000716,2025-12-11,6.21,2025-12-12,6.05,1,-2.58,signal
000716,2025-12-17,6.85,2025-12-25,6.43,8,-6.13,signal
000716,2026-01-16,6.48,2026-01-28,6.22,12,-4.01,signal
000716,2026-04-02,5.29,2026-04-07,5.09,5,-3.78,signal
000716,2026-04-09,5.25,2026-04-20,5.1,11,-2.86,signal
000716,2026-04-21,5.16,2026-04-22,5.12,1,-0.78,signal
000716,2026-04-27,4.59,2026-04-27,4.59,0,0.0,end_of_data
603063,2024-01-03,23.9874,2024-01-08,23.0515,5,-3.9,signal
603063,2024-01-10,23.5736,2024-01-23,23.4455,13,-0.54,signal
603063,2024-01-26,23.613,2024-01-29,23.3963,3,-0.92,signal
603063,2024-02-22,19.8007,2024-03-08,21.4753,15,8.46,signal
603063,2024-03-11,23.0022,2024-03-22,23.2682,11,1.16,signal
603063,2024-04-02,23.4554,2024-04-08,21.8201,6,-6.97,signal
603063,2024-05-07,19.8499,2024-05-15,19.515,8,-1.69,signal
603063,2024-05-23,18.9633,2024-05-24,18.0669,1,-4.73,signal
603063,2024-06-05,17.9585,2024-06-20,17.3498,15,-3.39,signal
603063,2024-07-15,14.5909,2024-07-24,14.8997,9,2.12,signal
603063,2024-07-26,15.079,2024-07-31,14.6208,5,-3.04,signal
603063,2024-08-01,15.0292,2024-08-06,14.2623,5,-5.1,signal
603063,2024-09-02,12.4197,2024-09-09,11.6329,7,-6.34,signal
603063,2024-09-12,11.8022,2024-09-18,11.4736,6,-2.78,signal
603063,2024-09-25,11.8421,2024-10-14,13.2763,19,12.11,signal
603063,2024-10-23,13.7244,2024-11-18,19.9492,26,45.36,signal
603063,2024-11-20,20.8655,2024-11-26,20.5169,6,-1.67,signal
603063,2024-11-28,21.8914,2024-12-05,21.3336,7,-2.55,signal
603063,2024-12-19,19.2023,2024-12-24,19.023,5,-0.93,signal
603063,2024-12-25,20.3177,2025-01-06,20.8157,12,2.45,signal
603063,2025-01-07,23.0168,2025-01-16,29.3811,9,27.65,signal
603063,2025-01-17,29.7496,2025-02-05,28.3253,19,-4.79,signal
603063,2025-02-12,30.875,2025-02-19,31.871,7,3.23,signal
603063,2025-02-20,34.0422,2025-02-21,31.871,1,-6.38,signal
603063,2025-02-24,33.1657,2025-02-25,29.3512,1,-11.5,signal
603063,2025-03-13,31.5722,2025-03-20,32.5682,7,3.15,signal
603063,2025-03-25,33.9625,2025-03-26,32.618,1,-3.96,signal
603063,2025-04-02,32.3889,2025-04-07,28.3253,5,-12.55,signal
603063,2025-04-22,28.9727,2025-04-30,28.9627,8,-0.03,signal
603063,2025-05-06,30.6758,2025-05-16,29.7595,10,-2.99,signal
603063,2025-05-21,32.12,2025-05-26,30.0,5,-6.6,signal
603063,2025-06-10,30.56,2025-06-11,30.0,1,-1.83,signal
603063,2025-06-17,31.13,2025-06-18,30.08,1,-3.37,signal
603063,2025-06-19,31.7,2025-07-07,32.05,18,1.1,signal
603063,2025-07-15,31.04,2025-07-18,31.0,3,-0.13,signal
603063,2025-07-30,32.38,2025-08-13,36.2,14,11.8,signal
603063,2025-08-28,35.56,2025-09-03,33.27,6,-6.44,signal
603063,2025-09-18,34.85,2025-09-22,33.6,4,-3.59,signal
603063,2025-09-24,33.7,2025-10-14,34.48,20,2.31,signal
603063,2025-10-16,35.43,2025-10-17,33.85,1,-4.46,signal
603063,2025-11-07,31.26,2025-11-13,30.58,6,-2.18,signal
603063,2025-11-14,31.69,2025-11-20,30.5,6,-3.76,signal
603063,2025-11-27,29.65,2025-12-05,29.8,8,0.51,signal
603063,2025-12-08,30.68,2025-12-11,29.5,3,-3.85,signal
603063,2025-12-15,30.75,2025-12-17,29.1,2,-5.37,signal
603063,2025-12-18,30.16,2026-01-13,33.17,26,9.98,signal
603063,2026-01-20,33.6,2026-01-21,32.39,1,-3.6,signal
603063,2026-02-13,29.9,2026-02-24,29.82,11,-0.27,signal
603063,2026-02-25,29.72,2026-03-04,28.65,7,-3.6,signal
603063,2026-03-09,31.6,2026-03-20,31.87,11,0.85,signal
603063,2026-03-23,32.29,2026-03-24,32.38,1,0.28,signal
603063,2026-03-25,32.58,2026-03-31,32.51,6,-0.21,signal
603063,2026-04-15,35.61,2026-04-24,40.7,9,14.29,end_of_data
000762,2024-01-03,27.9587,2024-01-05,27.0559,2,-3.23,signal
000762,2024-01-11,27.2841,2024-01-18,26.0141,7,-4.65,signal
000762,2024-02-23,22.3233,2024-03-07,23.4643,13,5.11,signal
000762,2024-03-12,24.3374,2024-03-25,22.7996,13,-6.32,signal
000762,2024-04-02,22.5912,2024-04-15,22.3233,13,-1.19,signal
000762,2024-04-30,21.9265,2024-05-16,21.1427,16,-3.57,signal
000762,2024-05-21,21.5991,2024-05-24,20.5474,3,-4.87,signal
000762,2024-06-19,19.5552,2024-06-21,18.702,2,-4.36,signal
000762,2024-06-27,18.5532,2024-06-28,18.1166,1,-2.35,signal
000762,2024-07-04,18.4936,2024-07-05,17.7198,1,-4.18,signal
000762,2024-07-11,18.5532,2024-07-18,18.759,7,1.11,signal
000762,2024-08-02,17.9911,2024-08-06,18.0011,4,0.06,signal
000762,2024-08-07,18.021,2024-08-12,17.6421,5,-2.1,signal
000762,2024-08-16,18.1008,2024-09-09,18.3103,24,1.16,signal
000762,2024-09-12,18.8089,2024-09-18,17.9612,6,-4.51,signal
000762,2024-09-25,18.8687,2024-10-14,21.7409,19,15.22,signal
000762,2024-10-15,22.1897,2024-10-18,21.3819,3,-3.64,signal
000762,2024-10-24,22.7382,2024-10-30,22.1399,6,-2.63,signal
000762,2024-11-04,24.4336,2024-11-18,24.2142,14,-0.9,signal
000762,2025-01-16,20.7636,2025-01-23,20.5941,7,-0.82,signal
000762,2025-02-06,20.2749,2025-02-19,20.7137,13,2.16,signal
000762,2025-02-25,21.0029,2025-03-21,21.7609,24,3.61,signal
000762,2025-04-23,19.3474,2025-04-28,18.6493,5,-3.61,signal
000762,2025-05-07,18.9884,2025-05-16,18.8388,9,-0.79,signal
000762,2025-05-22,18.9485,2025-05-26,18.5696,4,-2.0,signal
000762,2025-06-09,18.4997,2025-06-17,18.3701,8,-0.7,signal
000762,2025-06-18,18.4798,2025-08-01,21.85,44,18.24,signal
000762,2025-08-08,22.01,2025-08-15,22.1,7,0.41,signal
000762,2025-09-08,22.31,2025-09-19,21.91,11,-1.79,signal
000762,2025-09-30,23.45,2025-10-17,24.24,17,3.37,signal
000762,2025-10-24,24.42,2025-11-24,26.88,31,10.07,signal
000762,2025-12-01,27.98,2025-12-03,26.49,2,-5.33,signal
000762,2025-12-18,25.8,2025-12-19,25.63,1,-0.66,signal
000762,2025-12-22,26.51,2025-12-30,26.28,8,-0.87,signal
000762,2026-01-06,27.86,2026-01-19,27.46,13,-1.44,signal
000762,2026-01-21,28.13,2026-02-02,26.12,12,-7.15,signal
000762,2026-02-13,26.31,2026-03-04,28.94,19,10.0,signal
000762,2026-03-10,29.7,2026-03-13,29.26,3,-1.48,signal
000762,2026-03-16,29.41,2026-03-18,28.19,2,-4.15,signal
000762,2026-03-25,27.24,2026-04-27,37.47,33,37.56,end_of_data
002577,2024-01-08,19.02,2024-01-19,17.32,11,-8.94,signal
002577,2024-02-23,12.69,2024-02-29,12.59,6,-0.79,signal
002577,2024-03-01,13.36,2024-03-08,13.68,7,2.4,signal
002577,2024-03-11,13.8,2024-03-28,13.6,17,-1.45,signal
002577,2024-04-02,14.73,2024-04-08,14.0,6,-4.96,signal
002577,2024-04-25,12.72,2024-05-09,13.36,14,5.03,signal
002577,2024-05-10,13.37,2024-05-13,13.19,3,-1.35,signal
002577,2024-05-17,13.19,2024-05-27,13.12,10,-0.53,signal
002577,2024-06-03,13.4,2024-06-04,12.77,1,-4.7,signal
002577,2024-06-18,12.65,2024-06-21,12.34,3,-2.45,signal
002577,2024-07-01,12.31,2024-07-05,11.72,4,-4.79,signal
002577,2024-07-10,11.86,2024-07-11,12.02,1,1.35,signal
002577,2024-07-12,12.1,2024-07-16,11.57,4,-4.38,signal
002577,2024-07-30,11.49,2024-08-06,11.47,7,-0.17,signal
002577,2024-08-14,11.42,2024-08-28,12.71,14,11.3,signal
002577,2024-09-02,13.59,2024-09-03,12.92,1,-4.93,signal
002577,2024-09-25,13.04,2024-10-14,14.13,19,8.36,signal
002577,2024-10-15,14.7,2024-11-04,14.84,20,0.95,signal
002577,2024-11-06,16.25,2024-11-15,16.14,9,-0.68,signal
002577,2024-12-02,16.35,2024-12-17,16.87,15,3.18,signal
002577,2024-12-23,17.22,2024-12-24,16.3,1,-5.34,signal
002577,2024-12-26,19.81,2024-12-31,19.88,5,0.35,signal
002577,2025-01-06,17.43,2025-01-13,18.01,7,3.33,signal
002577,2025-01-14,19.46,2025-01-24,19.62,10,0.82,signal
002577,2025-02-10,24.02,2025-02-19,22.95,9,-4.45,signal
002577,2025-02-20,25.2,2025-03-03,25.06,11,-0.56,signal
002577,2025-03-10,26.5,2025-03-13,25.76,3,-2.79,signal
002577,2025-04-14,19.68,2025-04-18,19.1,4,-2.95,signal
002577,2025-04-22,19.68,2025-05-16,20.8,24,5.69,signal
002577,2025-06-06,20.15,2025-06-11,19.81,5,-1.69,signal
002577,2025-06-13,19.89,2025-06-16,19.36,3,-2.66,signal
002577,2025-06-18,20.22,2025-06-23,19.57,5,-3.21,signal
002577,2025-06-24,20.21,2025-07-08,19.93,14,-1.39,signal
002577,2025-07-18,20.86,2025-09-02,21.81,46,4.55,signal
002577,2025-09-18,21.4,2025-09-24,20.13,6,-5.93,signal
002577,2025-10-27,19.67,2025-10-30,19.05,3,-3.15,signal
002577,2025-11-04,19.28,2025-11-13,18.97,9,-1.61,signal
002577,2025-11-18,19.0,2025-11-20,18.73,2,-1.42,signal
002577,2025-12-01,18.61,2025-12-05,18.52,4,-0.48,signal
002577,2025-12-09,18.85,2025-12-11,18.55,2,-1.59,signal
002577,2026-01-05,17.88,2026-01-20,18.5,15,3.47,signal
002577,2026-01-23,18.71,2026-02-02,18.17,10,-2.89,signal
002577,2026-03-30,15.5,2026-03-31,15.48,1,-0.13,signal
002577,2026-04-09,15.56,2026-04-22,15.46,13,-0.64,signal
002577,2026-04-23,15.63,2026-04-27,16.03,4,2.56,end_of_data
002550,2024-01-03,5.7366,2024-01-08,5.7077,5,-0.5,signal
002550,2024-01-09,5.6981,2024-01-10,5.6307,1,-1.18,signal
002550,2024-02-21,4.8511,2024-02-29,4.8126,8,-0.79,signal
002550,2024-03-01,4.9473,2024-03-08,4.8029,7,-2.92,signal
002550,2024-03-13,4.9184,2024-03-26,4.7837,13,-2.74,signal
002550,2024-04-25,4.7163,2024-05-27,5.5537,32,17.76,signal
002550,2024-06-18,5.5148,2024-06-21,5.3968,3,-2.14,signal
002550,2024-07-03,5.4656,2024-07-04,5.4263,1,-0.72,signal
002550,2024-07-15,5.4361,2024-07-18,5.269,3,-3.07,signal
002550,2024-07-19,5.3477,2024-07-24,5.21,5,-2.57,signal
002550,2024-08-02,5.3477,2024-08-22,5.3083,20,-0.74,signal
002550,2024-09-26,5.0134,2024-11-01,6.2422,36,24.51,signal
002550,2024-11-08,6.5273,2024-11-14,6.3798,6,-2.26,signal
002550,2024-12-03,6.3405,2024-12-06,6.2619,3,-1.24,signal
002550,2024-12-09,6.4388,2024-12-18,6.2619,9,-2.75,signal
002550,2024-12-25,6.2717,2024-12-26,6.1341,1,-2.19,signal
002550,2025-01-21,5.9375,2025-01-27,5.6622,6,-4.64,signal
002550,2025-02-11,5.7016,2025-02-12,5.5443,1,-2.76,signal
002550,2025-03-04,5.328,2025-04-08,5.5344,35,3.87,signal
002550,2025-04-15,5.8097,2025-04-17,5.6327,2,-3.05,signal
002550,2025-04-21,5.8687,2025-04-28,5.908,7,0.67,signal
002550,2025-04-30,5.967,2025-05-09,5.8982,9,-1.15,signal
002550,2025-05-21,6.0358,2025-05-27,6.1341,6,1.63,signal
002550,2025-05-28,6.3209,2025-06-19,8.33,22,31.79,signal
002550,2025-06-25,8.91,2025-06-26,8.48,1,-4.83,signal
002550,2025-07-02,8.85,2025-07-08,9.0,6,1.69,signal
002550,2025-07-11,9.39,2025-07-31,11.0,20,17.15,signal
002550,2025-08-07,11.5,2025-08-08,10.3,1,-10.43,signal
002550,2025-08-19,10.28,2025-08-28,10.29,9,0.1,signal
002550,2025-10-20,9.18,2025-10-24,8.9,4,-3.05,signal
002550,2025-10-29,8.88,2025-11-19,8.75,21,-1.46,signal
002550,2025-12-19,7.95,2025-12-30,7.9,11,-0.63,signal
002550,2026-01-06,8.19,2026-01-19,8.13,13,-0.73,signal
002550,2026-01-26,8.37,2026-01-28,8.16,2,-2.51,signal
002550,2026-03-13,7.55,2026-03-20,7.46,7,-1.19,signal
002550,2026-03-30,7.48,2026-04-23,7.62,24,1.87,signal
600456,2024-01-03,31.1334,2024-01-08,29.6137,5,-4.88,signal
600456,2024-01-12,28.8831,2024-01-15,28.5714,3,-1.08,signal
600456,2024-02-19,25.3178,2024-02-29,25.2301,10,-0.35,signal
600456,2024-03-01,26.1166,2024-03-27,26.4478,26,1.27,signal
600456,2024-03-29,26.8472,2024-04-02,26.0192,4,-3.08,signal
600456,2024-04-08,27.9577,2024-04-11,26.1945,3,-6.31,signal
600456,2024-04-26,24.9476,2024-05-24,26.3504,28,5.62,signal
600456,2024-05-30,27.1005,2024-06-04,26.0094,5,-4.03,signal
600456,2024-07-23,23.5838,2024-07-24,22.6292,1,-4.05,signal
600456,2024-07-30,23.2624,2024-08-13,23.8956,14,2.72,signal
600456,2024-08-21,23.5936,2024-09-18,25.5853,28,8.44,signal
600456,2024-09-25,26.2274,2024-09-26,25.3976,1,-3.16,signal
600456,2024-09-27,27.3832,2024-10-29,31.6112,32,15.44,signal
600456,2024-11-06,32.0854,2024-11-15,31.305,9,-2.43,signal
600456,2024-12-12,29.3293,2024-12-17,28.2525,5,-3.67,signal
600456,2024-12-23,29.8034,2024-12-26,28.5587,3,-4.18,signal
600456,2025-01-16,27.2647,2025-02-18,28.4797,33,4.46,signal
600456,2025-02-24,28.3513,2025-02-26,27.966,2,-1.36,signal
600456,2025-03-07,28.4501,2025-03-31,33.3893,24,17.36,signal
600456,2025-04-24,31.5025,2025-04-29,28.9539,5,-8.09,signal
600456,2025-05-13,30.9197,2025-05-16,29.2799,3,-5.3,signal
600456,2025-06-04,29.0527,2025-06-16,29.5268,12,1.63,signal
600456,2025-06-18,29.5861,2025-06-20,28.9144,2,-2.27,signal
600456,2025-06-26,30.3072,2025-07-10,30.08,14,-0.75,signal
600456,2025-07-11,30.5048,2025-07-16,30.2974,5,-0.68,signal
600456,2025-07-18,30.7221,2025-08-01,30.98,14,0.84,signal
600456,2025-08-07,33.06,2025-08-13,31.81,6,-3.78,signal
600456,2025-08-14,32.16,2025-08-15,31.49,1,-2.08,signal
600456,2025-08-19,33.32,2025-08-28,32.1,9,-3.66,signal
600456,2025-09-10,31.83,2025-09-11,31.39,1,-1.38,signal
600456,2025-10-09,32.75,2025-10-20,31.6,11,-3.51,signal
600456,2025-10-28,32.0,2025-11-05,31.55,8,-1.41,signal
600456,2025-11-07,32.28,2025-11-24,30.97,17,-4.06,signal
600456,2025-12-08,32.55,2026-01-14,38.51,37,18.31,signal
600456,2026-01-20,39.83,2026-01-30,38.9,10,-2.33,signal
600456,2026-02-13,38.8,2026-02-24,38.68,11,-0.31,signal
600456,2026-02-25,39.27,2026-03-10,39.5,13,0.59,signal
600456,2026-04-02,33.82,2026-04-03,33.48,1,-1.01,signal
600456,2026-04-09,34.27,2026-04-24,35.0,15,2.13,signal
603062,2024-02-21,40.4031,2024-02-29,41.8651,8,3.62,signal
603062,2024-03-01,43.1248,2024-03-06,41.9846,5,-2.64,signal
603062,2024-03-13,43.0513,2024-03-15,42.095,2,-2.22,signal
603062,2024-03-19,43.0145,2024-03-22,42.9409,3,-0.17,signal
603062,2024-04-01,39.7227,2024-04-09,38.1411,8,-3.98,signal
603062,2024-04-30,34.693,2024-05-14,34.8953,14,0.58,signal
603062,2024-05-17,36.1182,2024-05-28,38.3441,11,6.16,signal
603062,2024-05-30,39.6336,2024-06-04,38.0217,5,-4.07,signal
603062,2024-06-20,35.3573,2024-06-21,34.5988,1,-2.15,signal
603062,2024-07-22,28.3029,2024-07-24,28.1607,2,-0.5,signal
603062,2024-07-26,28.0943,2024-08-14,29.545,19,5.16,signal
603062,2024-08-29,27.9711,2024-09-09,27.5823,11,-1.39,signal
603062,2024-09-12,27.8478,2024-09-18,26.8333,6,-3.64,signal
603062,2024-09-24,26.6247,2024-10-14,32.0103,20,20.23,signal
603062,2024-10-21,34.0281,2024-11-13,41.1422,23,20.91,signal
603062,2024-12-02,40.8145,2024-12-05,37.6237,3,-7.82,signal
603062,2025-01-02,34.7126,2025-01-06,32.4858,4,-6.41,signal
603062,2025-01-15,33.8932,2025-02-17,35.0018,33,3.27,signal
603062,2025-02-24,37.0454,2025-04-09,43.3787,44,17.1,signal
603062,2025-04-10,47.1189,2025-04-17,46.3862,7,-1.55,signal
603062,2025-04-18,47.678,2025-04-21,46.4152,3,-2.65,signal
603062,2025-04-30,47.2249,2025-05-12,47.2153,12,-0.02,signal
603062,2025-05-29,46.9523,2025-06-03,43.8143,5,-6.68,signal
603062,2025-06-30,42.8472,2025-07-29,47.199,29,10.16,signal
603062,2025-08-05,48.0477,2025-08-15,49.1134,10,2.22,signal
603062,2025-08-18,51.9061,2025-08-25,53.7317,7,3.52,signal
603062,2025-08-26,54.4619,2025-08-29,52.6758,3,-3.28,signal
603062,2025-09-09,53.0113,2025-09-16,51.4818,7,-2.89,signal
603062,2025-09-25,53.16,2025-10-20,52.83,25,-0.62,signal
603062,2025-10-24,53.0,2025-10-27,50.51,3,-4.7,signal
603062,2025-12-03,45.28,2025-12-12,45.05,9,-0.51,signal
603062,2025-12-17,45.38,2026-02-13,51.4,58,13.27,signal
603062,2026-02-26,51.91,2026-03-03,51.0,5,-1.75,signal
603062,2026-03-11,50.03,2026-03-17,56.73,6,13.39,signal
603062,2026-04-09,49.53,2026-04-24,52.84,15,6.68,end_of_data
002270,2024-01-03,13.1302,2024-01-19,14.1196,16,7.54,signal
002270,2024-01-26,13.6387,2024-01-29,13.3244,3,-2.31,signal
002270,2024-02-07,14.249,2024-03-22,16.5607,44,16.22,signal
002270,2024-04-03,16.6531,2024-04-24,17.7535,21,6.61,signal
002270,2024-05-06,19.1405,2024-05-24,19.3161,18,0.92,signal
002270,2024-05-28,20.303,2024-06-03,20.5118,6,1.03,signal
002270,2024-06-04,21.0908,2024-06-11,20.7111,7,-1.8,signal
002270,2024-06-19,20.4359,2024-06-20,19.8379,1,-2.93,signal
002270,2024-06-26,20.5877,2024-06-28,20.1226,2,-2.26,signal
002270,2024-07-01,21.1098,2024-07-03,19.743,2,-6.47,signal
002270,2024-07-26,17.4554,2024-08-06,17.949,11,2.83,signal
002270,2024-08-08,18.4141,2024-08-15,17.6927,7,-3.92,signal
002270,2024-09-05,17.4175,2024-09-10,16.7436,5,-3.87,signal
002270,2024-09-27,15.0635,2024-10-14,16.0552,17,6.58,signal
002270,2024-10-22,15.8043,2024-10-30,15.9201,8,0.73,signal
002270,2024-10-31,16.2578,2024-11-14,17.2999,14,6.41,signal
002270,2024-11-20,16.9236,2024-11-25,16.306,5,-3.65,signal
002270,2024-11-28,16.9718,2024-11-29,16.4025,1,-3.35,signal
002270,2024-12-20,16.9043,2024-12-24,15.8429,4,-6.28,signal
002270,2024-12-30,16.4315,2025-01-02,16.2868,3,-0.88,signal
002270,2025-01-13,16.1738,2025-01-14,15.9317,1,-1.5,signal
002270,2025-01-15,16.7065,2025-01-24,16.2126,9,-2.96,signal
002270,2025-01-27,16.6096,2025-02-06,15.8252,10,-4.72,signal
002270,2025-03-04,15.4959,2025-03-10,15.5734,6,0.5,signal
002270,2025-04-22,14.4305,2025-04-30,14.3143,8,-0.81,signal
002270,2025-05-07,14.8857,2025-05-28,14.7792,21,-0.72,signal
002270,2025-06-05,15.0213,2025-06-10,15.0213,5,0.0,signal
002270,2025-06-11,15.1666,2025-06-30,16.2222,19,6.96,signal
002270,2025-07-16,16.7921,2025-08-01,17.273,16,2.86,signal
002270,2025-08-06,17.5085,2025-08-22,18.804,16,7.4,signal
002270,2025-09-08,18.6175,2025-09-15,18.5671,7,-0.27,signal
